timestamp,price_per_mwh
2025-08-13 18:17:22.600852,62.78712441156303
2025-08-13 19:17:22.600852,61.275825087382614
2025-08-13 20:17:22.600852,53.1861759866321
2025-08-13 21:17:22.600852,60.38946806389333
2025-08-13 22:17:22.600852,56.28529140875129
2025-08-13 23:17:22.600852,48.773529574880854
2025-08-14 00:17:22.600852,49.806223738659305
2025-08-14 01:17:22.600852,55.43867700434452
2025-08-14 02:17:22.600852,50.11145762085294
2025-08-14 03:17:22.600852,63.31384136575684
2025-08-14 04:17:22.600852,56.99817782211683
2025-08-14 05:17:22.600852,59.09638147150796
2025-08-14 06:17:22.600852,57.467785656493696
2025-08-14 07:17:22.600852,66.12253374343135
2025-08-14 08:17:22.600852,67.7948962504786
2025-08-14 09:17:22.600852,79.77008763134091
2025-08-14 10:17:22.600852,75.68742578201486
2025-08-14 11:17:22.600852,68.63711895623801
2025-08-14 12:17:22.600852,77.56508242595942
2025-08-14 13:17:22.600852,69.28528590168499
2025-08-14 14:17:22.600852,76.85264222539566
2025-08-14 15:17:22.600852,79.96921576325394
2025-08-14 16:17:22.600852,75.39387748443154
2025-08-14 17:17:22.600852,63.52372604559157
2025-08-14 18:17:22.600852,64.31988483871697
2025-08-14 19:17:22.600852,65.65670044175906
2025-08-14 20:17:22.600852,65.04249236521967
2025-08-14 21:17:22.600852,45.78048582808044
2025-08-14 22:17:22.600852,58.68032712038481
2025-08-14 23:17:22.600852,121.47332738112145
2025-08-15 00:17:22.600852,57.14629146423909
2025-08-15 01:17:22.600852,56.56317687621016
2025-08-15 02:17:22.600852,68.66562616471407
2025-08-15 03:17:22.600852,56.00820304800077
2025-08-15 04:17:22.600852,61.29283797173705
2025-08-15 05:17:22.600852,63.90020419870925
2025-08-15 06:17:22.600852,71.03773538347771
2025-08-15 07:17:22.600852,66.92398833733118
2025-08-15 08:17:22.600852,70.08894713577303
2025-08-15 09:17:22.600852,60.668564900301575
2025-08-15 10:17:22.600852,69.17194167379336
2025-08-15 11:17:22.600852,70.30956394983964
2025-08-15 12:17:22.600852,84.02925694145287
2025-08-15 13:17:22.600852,74.30032383694102
2025-08-15 14:17:22.600852,68.12862503343713
2025-08-15 15:17:22.600852,66.41614311065844
2025-08-15 16:17:22.600852,69.81936400145372
2025-08-15 17:17:22.600852,78.12124582297297
2025-08-15 18:17:22.600852,72.87971323459311
2025-08-15 19:17:22.600852,69.65531128999113
2025-08-15 20:17:22.600852,71.03672762718428
2025-08-15 21:17:22.600852,61.5530120511024
2025-08-15 22:17:22.600852,60.93020114421395
2025-08-15 23:17:22.600852,55.829015927123415
2025-08-16 00:17:22.600852,57.08984973121481
2025-08-16 01:17:22.600852,53.77249760071649
2025-08-16 02:17:22.600852,49.25585126442547
2025-08-16 03:17:22.600852,59.9909209369513
2025-08-16 04:17:22.600852,58.816890694946196
2025-08-16 05:17:22.600852,54.26156502337378
2025-08-16 06:17:22.600852,61.29520035835358
2025-08-16 07:17:22.600852,57.661398896657396
2025-08-16 08:17:22.600852,55.80695254451207
2025-08-16 09:17:22.600852,61.09927985029887
2025-08-16 10:17:22.600852,66.5472133342567
2025-08-16 11:17:22.600852,64.82508703242881
2025-08-16 12:17:22.600852,59.8007877038072
2025-08-16 13:17:22.600852,63.12350403839314
2025-08-16 14:17:22.600852,67.99347290212768
2025-08-16 15:17:22.600852,64.32122705529709
2025-08-16 16:17:22.600852,64.62091357469203
2025-08-16 17:17:22.600852,60.76110882368131
2025-08-16 18:17:22.600852,67.52883043764294
2025-08-16 19:17:22.600852,136.44012152582016
2025-08-16 20:17:22.600852,56.592228425777975
2025-08-16 21:17:22.600852,60.56847529923517
2025-08-16 22:17:22.600852,53.11529479475513
2025-08-16 23:17:22.600852,43.77842394864324
2025-08-17 00:17:22.600852,49.53821534209242
2025-08-17 01:17:22.600852,49.844914850938856
2025-08-17 02:17:22.600852,52.97888939880219
2025-08-17 03:17:22.600852,46.68353809925794
2025-08-17 04:17:22.600852,48.83633494400044
2025-08-17 05:17:22.600852,42.24585242067984
2025-08-17 06:17:22.600852,52.55214938941759
2025-08-17 07:17:22.600852,58.53414014525565
2025-08-17 08:17:22.600852,63.434742834863144
2025-08-17 09:17:22.600852,59.07802190162938
2025-08-17 10:17:22.600852,66.27309034011749
2025-08-17 11:17:22.600852,71.12038523070026
2025-08-17 12:17:22.600852,69.35496139903336
2025-08-17 13:17:22.600852,71.77257041489011
2025-08-17 14:17:22.600852,66.4040165194382
2025-08-17 15:17:22.600852,66.56014486526894
2025-08-17 16:17:22.600852,69.32632906614303
2025-08-17 17:17:22.600852,60.83822048667325
2025-08-17 18:17:22.600852,58.7347280986647
2025-08-17 19:17:22.600852,65.39624890550009
2025-08-17 20:17:22.600852,56.96164164633197
2025-08-17 21:17:22.600852,47.08218898836484
2025-08-17 22:17:22.600852,50.026659116408084
2025-08-17 23:17:22.600852,40.03207324612461
2025-08-18 00:17:22.600852,74.60403877358794
2025-08-18 01:17:22.600852,62.89853055461242
2025-08-18 02:17:22.600852,71.3998281469924
2025-08-18 03:17:22.600852,54.916192674760005
2025-08-18 04:17:22.600852,62.87812424859095
2025-08-18 05:17:22.600852,62.133893774243155
2025-08-18 06:17:22.600852,68.89716081854544
2025-08-18 07:17:22.600852,66.7649902842015
2025-08-18 08:17:22.600852,76.73071982365889
2025-08-18 09:17:22.600852,69.30040986609609
2025-08-18 10:17:22.600852,81.58983150709244
2025-08-18 11:17:22.600852,85.47863453432493
2025-08-18 12:17:22.600852,197.0047903571767
2025-08-18 13:17:22.600852,81.53319639903854
2025-08-18 14:17:22.600852,76.69145452050117
2025-08-18 15:17:22.600852,81.05156312445304
2025-08-18 16:17:22.600852,71.90322832986305
2025-08-18 17:17:22.600852,73.38391768067055
2025-08-18 18:17:22.600852,73.55436775038363
2025-08-18 19:17:22.600852,64.91426499371607
2025-08-18 20:17:22.600852,71.04598957779392
2025-08-18 21:17:22.600852,60.44011457803967
2025-08-18 22:17:22.600852,65.62759861729808
2025-08-18 23:17:22.600852,62.66318547714652
2025-08-19 00:17:22.600852,71.395336912988
2025-08-19 01:17:22.600852,66.88789820838018
2025-08-19 02:17:22.600852,69.52778149566697
2025-08-19 03:17:22.600852,62.66556728126648
2025-08-19 04:17:22.600852,67.89214567583603
2025-08-19 05:17:22.600852,61.95833827032319
2025-08-19 06:17:22.600852,76.96258041936669
2025-08-19 07:17:22.600852,79.09138869689085
2025-08-19 08:17:22.600852,84.10621090625342
2025-08-19 09:17:22.600852,84.34749659548697
2025-08-19 10:17:22.600852,81.84285518178808
2025-08-19 11:17:22.600852,75.11966457002745
2025-08-19 12:17:22.600852,86.13350905970108
2025-08-19 13:17:22.600852,84.02872531294652
2025-08-19 14:17:22.600852,218.40412231262434
2025-08-19 15:17:22.600852,74.33058161363664
2025-08-19 16:17:22.600852,77.50032002198289
2025-08-19 17:17:22.600852,77.55438974701319
2025-08-19 18:17:22.600852,66.90046832133518
2025-08-19 19:17:22.600852,66.1990525179938
2025-08-19 20:17:22.600852,63.43577478357002
2025-08-19 21:17:22.600852,64.96707225006759
2025-08-19 22:17:22.600852,59.85860418245933
2025-08-19 23:17:22.600852,61.804397065957055
2025-08-20 00:17:22.600852,72.07120141861364
2025-08-20 01:17:22.600852,67.5387912094935
2025-08-20 02:17:22.600852,66.74779650645375
2025-08-20 03:17:22.600852,66.97700052093272
2025-08-20 04:17:22.600852,65.01512574885629
2025-08-20 05:17:22.600852,68.12422928418195
2025-08-20 06:17:22.600852,67.85855047034154
2025-08-20 07:17:22.600852,67.95659020705067
2025-08-20 08:17:22.600852,76.01641265756552
2025-08-20 09:17:22.600852,77.58994802720146
2025-08-20 10:17:22.600852,84.31001540686314
2025-08-20 11:17:22.600852,73.33444158583669
2025-08-20 12:17:22.600852,86.07444733631336
2025-08-20 13:17:22.600852,82.5419240449368
2025-08-20 14:17:22.600852,76.2552953072254
2025-08-20 15:17:22.600852,78.65227269603356
2025-08-20 16:17:22.600852,78.24582649741333
2025-08-20 17:17:22.600852,77.8979641632674
2025-08-20 18:17:22.600852,85.45005006799622
