timestamp,price_per_mwh
2025-08-20 00:00:00-05:00,87.02041666666666
2025-08-20 01:00:00-05:00,95.17366666666666
2025-08-20 02:00:00-05:00,97.34819444444445
2025-08-20 03:00:00-05:00,98.03352777777778
2025-08-20 04:00:00-05:00,101.84208333333333
2025-08-20 05:00:00-05:00,104.70002777777778
2025-08-20 06:00:00-05:00,105.65297222222222
2025-08-20 07:00:00-05:00,110.54544444444444
2025-08-20 08:00:00-05:00,141.75841666666668
2025-08-20 09:00:00-05:00,161.7797222222222
2025-08-20 10:00:00-05:00,169.46491666666668
2025-08-20 11:00:00-05:00,167.82063888888888
2025-08-20 12:00:00-05:00,154.90869444444445
2025-08-20 13:00:00-05:00,144.92730555555556
2025-08-20 14:00:00-05:00,131.78463888888888
2025-08-20 15:00:00-05:00,124.27938888888889
2025-08-20 16:00:00-05:00,116.12147222222224
2025-08-20 17:00:00-05:00,115.61258333333333
2025-08-20 18:00:00-05:00,115.88864077669903
